id,dbFile,gloveFile,vocabSize,captureFraction,convolutionFilters,convolutionKernel,convolutionActivation,poolSize,flattenLayer,denseUnits,denseActivation,dropoutFraction,outputActivation,lossFunction
2031,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,25,5,relu,5,True,50,relu,0.75,softmax,categorical_crossentropy
2032,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,25,5,relu,10,True,10,relu,0.0,softmax,categorical_crossentropy
2033,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,25,5,relu,10,True,10,relu,0.25,softmax,categorical_crossentropy
2034,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,25,5,relu,10,True,10,relu,0.5,softmax,categorical_crossentropy
2035,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,25,5,relu,10,True,10,relu,0.75,softmax,categorical_crossentropy
2036,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,25,5,relu,10,True,50,relu,0.0,softmax,categorical_crossentropy
2037,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,25,5,relu,10,True,50,relu,0.25,softmax,categorical_crossentropy
2038,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,25,5,relu,10,True,50,relu,0.5,softmax,categorical_crossentropy
2039,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,25,5,relu,10,True,50,relu,0.75,softmax,categorical_crossentropy
2040,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,25,15,relu,2,True,10,relu,0.0,softmax,categorical_crossentropy
2041,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,25,15,relu,2,True,10,relu,0.25,softmax,categorical_crossentropy
2042,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,25,15,relu,2,True,10,relu,0.5,softmax,categorical_crossentropy
2043,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,25,15,relu,2,True,10,relu,0.75,softmax,categorical_crossentropy
2044,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,25,15,relu,2,True,50,relu,0.0,softmax,categorical_crossentropy
2045,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,25,15,relu,2,True,50,relu,0.25,softmax,categorical_crossentropy
2046,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,25,15,relu,2,True,50,relu,0.5,softmax,categorical_crossentropy
2047,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,25,15,relu,2,True,50,relu,0.75,softmax,categorical_crossentropy
2048,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,25,15,relu,5,True,10,relu,0.0,softmax,categorical_crossentropy
2049,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,25,15,relu,5,True,10,relu,0.25,softmax,categorical_crossentropy
2050,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,25,15,relu,5,True,10,relu,0.5,softmax,categorical_crossentropy
2051,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,25,15,relu,5,True,10,relu,0.75,softmax,categorical_crossentropy
2052,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,25,15,relu,5,True,50,relu,0.0,softmax,categorical_crossentropy
2053,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,25,15,relu,5,True,50,relu,0.25,softmax,categorical_crossentropy
2054,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,25,15,relu,5,True,50,relu,0.5,softmax,categorical_crossentropy
2055,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,25,15,relu,5,True,50,relu,0.75,softmax,categorical_crossentropy
2056,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,25,15,relu,10,True,10,relu,0.0,softmax,categorical_crossentropy
2057,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,25,15,relu,10,True,10,relu,0.25,softmax,categorical_crossentropy
2058,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,25,15,relu,10,True,10,relu,0.5,softmax,categorical_crossentropy
2059,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,25,15,relu,10,True,10,relu,0.75,softmax,categorical_crossentropy
2060,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,25,15,relu,10,True,50,relu,0.0,softmax,categorical_crossentropy
2061,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,25,15,relu,10,True,50,relu,0.25,softmax,categorical_crossentropy
2062,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,25,15,relu,10,True,50,relu,0.5,softmax,categorical_crossentropy
2063,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,25,15,relu,10,True,50,relu,0.75,softmax,categorical_crossentropy
2064,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,50,5,relu,2,True,10,relu,0.0,softmax,categorical_crossentropy
2065,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,50,5,relu,2,True,10,relu,0.25,softmax,categorical_crossentropy
2066,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,50,5,relu,2,True,10,relu,0.5,softmax,categorical_crossentropy
2067,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,50,5,relu,2,True,10,relu,0.75,softmax,categorical_crossentropy
2068,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,50,5,relu,2,True,50,relu,0.0,softmax,categorical_crossentropy
2069,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,50,5,relu,2,True,50,relu,0.25,softmax,categorical_crossentropy
2070,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,50,5,relu,2,True,50,relu,0.5,softmax,categorical_crossentropy
2071,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,50,5,relu,2,True,50,relu,0.75,softmax,categorical_crossentropy
2072,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,50,5,relu,5,True,10,relu,0.0,softmax,categorical_crossentropy
2073,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,50,5,relu,5,True,10,relu,0.25,softmax,categorical_crossentropy
2074,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,50,5,relu,5,True,10,relu,0.5,softmax,categorical_crossentropy
2075,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,50,5,relu,5,True,10,relu,0.75,softmax,categorical_crossentropy
2076,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,50,5,relu,5,True,50,relu,0.0,softmax,categorical_crossentropy
2077,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,50,5,relu,5,True,50,relu,0.25,softmax,categorical_crossentropy
2078,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,50,5,relu,5,True,50,relu,0.5,softmax,categorical_crossentropy
2079,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,50,5,relu,5,True,50,relu,0.75,softmax,categorical_crossentropy
2080,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,50,5,relu,10,True,10,relu,0.0,softmax,categorical_crossentropy
2081,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,50,5,relu,10,True,10,relu,0.25,softmax,categorical_crossentropy
2082,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,50,5,relu,10,True,10,relu,0.5,softmax,categorical_crossentropy
2083,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,50,5,relu,10,True,10,relu,0.75,softmax,categorical_crossentropy
2084,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,50,5,relu,10,True,50,relu,0.0,softmax,categorical_crossentropy
2085,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,50,5,relu,10,True,50,relu,0.25,softmax,categorical_crossentropy
2086,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,50,5,relu,10,True,50,relu,0.5,softmax,categorical_crossentropy
2087,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,50,5,relu,10,True,50,relu,0.75,softmax,categorical_crossentropy
2088,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,50,15,relu,2,True,10,relu,0.0,softmax,categorical_crossentropy
2089,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,50,15,relu,2,True,10,relu,0.25,softmax,categorical_crossentropy
2090,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,50,15,relu,2,True,10,relu,0.5,softmax,categorical_crossentropy
2091,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,50,15,relu,2,True,10,relu,0.75,softmax,categorical_crossentropy
2092,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,50,15,relu,2,True,50,relu,0.0,softmax,categorical_crossentropy
2093,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,50,15,relu,2,True,50,relu,0.25,softmax,categorical_crossentropy
2094,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,50,15,relu,2,True,50,relu,0.5,softmax,categorical_crossentropy
2095,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,50,15,relu,2,True,50,relu,0.75,softmax,categorical_crossentropy
2096,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,50,15,relu,5,True,10,relu,0.0,softmax,categorical_crossentropy
2097,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,50,15,relu,5,True,10,relu,0.25,softmax,categorical_crossentropy
2098,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,50,15,relu,5,True,10,relu,0.5,softmax,categorical_crossentropy
2099,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,50,15,relu,5,True,10,relu,0.75,softmax,categorical_crossentropy
2100,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,50,15,relu,5,True,50,relu,0.0,softmax,categorical_crossentropy
2101,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,50,15,relu,5,True,50,relu,0.25,softmax,categorical_crossentropy
2102,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,50,15,relu,5,True,50,relu,0.5,softmax,categorical_crossentropy
2103,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,50,15,relu,5,True,50,relu,0.75,softmax,categorical_crossentropy
2104,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,50,15,relu,10,True,10,relu,0.0,softmax,categorical_crossentropy
2105,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,50,15,relu,10,True,10,relu,0.25,softmax,categorical_crossentropy
2106,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,50,15,relu,10,True,10,relu,0.5,softmax,categorical_crossentropy
2107,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,50,15,relu,10,True,10,relu,0.75,softmax,categorical_crossentropy
2108,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,50,15,relu,10,True,50,relu,0.0,softmax,categorical_crossentropy
2109,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,50,15,relu,10,True,50,relu,0.25,softmax,categorical_crossentropy
2110,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,50,15,relu,10,True,50,relu,0.5,softmax,categorical_crossentropy
2111,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.95,50,15,relu,10,True,50,relu,0.75,softmax,categorical_crossentropy
2112,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,5,5,relu,2,True,10,relu,0.0,softmax,categorical_crossentropy
2113,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,5,5,relu,2,True,10,relu,0.25,softmax,categorical_crossentropy
2114,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,5,5,relu,2,True,10,relu,0.5,softmax,categorical_crossentropy
2115,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,5,5,relu,2,True,10,relu,0.75,softmax,categorical_crossentropy
2116,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,5,5,relu,2,True,50,relu,0.0,softmax,categorical_crossentropy
2117,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,5,5,relu,2,True,50,relu,0.25,softmax,categorical_crossentropy
2118,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,5,5,relu,2,True,50,relu,0.5,softmax,categorical_crossentropy
2119,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,5,5,relu,2,True,50,relu,0.75,softmax,categorical_crossentropy
2120,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,5,5,relu,5,True,10,relu,0.0,softmax,categorical_crossentropy
2121,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,5,5,relu,5,True,10,relu,0.25,softmax,categorical_crossentropy
2122,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,5,5,relu,5,True,10,relu,0.5,softmax,categorical_crossentropy
2123,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,5,5,relu,5,True,10,relu,0.75,softmax,categorical_crossentropy
2124,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,5,5,relu,5,True,50,relu,0.0,softmax,categorical_crossentropy
2125,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,5,5,relu,5,True,50,relu,0.25,softmax,categorical_crossentropy
2126,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,5,5,relu,5,True,50,relu,0.5,softmax,categorical_crossentropy
2127,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,5,5,relu,5,True,50,relu,0.75,softmax,categorical_crossentropy
2128,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,5,5,relu,10,True,10,relu,0.0,softmax,categorical_crossentropy
2129,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,5,5,relu,10,True,10,relu,0.25,softmax,categorical_crossentropy
2130,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,5,5,relu,10,True,10,relu,0.5,softmax,categorical_crossentropy
2131,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,5,5,relu,10,True,10,relu,0.75,softmax,categorical_crossentropy
2132,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,5,5,relu,10,True,50,relu,0.0,softmax,categorical_crossentropy
2133,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,5,5,relu,10,True,50,relu,0.25,softmax,categorical_crossentropy
2134,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,5,5,relu,10,True,50,relu,0.5,softmax,categorical_crossentropy
2135,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,5,5,relu,10,True,50,relu,0.75,softmax,categorical_crossentropy
2136,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,5,15,relu,2,True,10,relu,0.0,softmax,categorical_crossentropy
2137,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,5,15,relu,2,True,10,relu,0.25,softmax,categorical_crossentropy
2138,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,5,15,relu,2,True,10,relu,0.5,softmax,categorical_crossentropy
2139,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,5,15,relu,2,True,10,relu,0.75,softmax,categorical_crossentropy
2140,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,5,15,relu,2,True,50,relu,0.0,softmax,categorical_crossentropy
2141,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,5,15,relu,2,True,50,relu,0.25,softmax,categorical_crossentropy
2142,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,5,15,relu,2,True,50,relu,0.5,softmax,categorical_crossentropy
2143,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,5,15,relu,2,True,50,relu,0.75,softmax,categorical_crossentropy
2144,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,5,15,relu,5,True,10,relu,0.0,softmax,categorical_crossentropy
2145,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,5,15,relu,5,True,10,relu,0.25,softmax,categorical_crossentropy
2146,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,5,15,relu,5,True,10,relu,0.5,softmax,categorical_crossentropy
2147,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,5,15,relu,5,True,10,relu,0.75,softmax,categorical_crossentropy
2148,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,5,15,relu,5,True,50,relu,0.0,softmax,categorical_crossentropy
2149,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,5,15,relu,5,True,50,relu,0.25,softmax,categorical_crossentropy
2150,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,5,15,relu,5,True,50,relu,0.5,softmax,categorical_crossentropy
2151,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,5,15,relu,5,True,50,relu,0.75,softmax,categorical_crossentropy
2152,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,5,15,relu,10,True,10,relu,0.0,softmax,categorical_crossentropy
2153,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,5,15,relu,10,True,10,relu,0.25,softmax,categorical_crossentropy
2154,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,5,15,relu,10,True,10,relu,0.5,softmax,categorical_crossentropy
2155,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,5,15,relu,10,True,10,relu,0.75,softmax,categorical_crossentropy
2156,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,5,15,relu,10,True,50,relu,0.0,softmax,categorical_crossentropy
2157,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,5,15,relu,10,True,50,relu,0.25,softmax,categorical_crossentropy
2158,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,5,15,relu,10,True,50,relu,0.5,softmax,categorical_crossentropy
2159,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,5,15,relu,10,True,50,relu,0.75,softmax,categorical_crossentropy
2160,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,10,5,relu,2,True,10,relu,0.0,softmax,categorical_crossentropy
2161,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,10,5,relu,2,True,10,relu,0.25,softmax,categorical_crossentropy
2162,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,10,5,relu,2,True,10,relu,0.5,softmax,categorical_crossentropy
2163,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,10,5,relu,2,True,10,relu,0.75,softmax,categorical_crossentropy
2164,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,10,5,relu,2,True,50,relu,0.0,softmax,categorical_crossentropy
2165,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,10,5,relu,2,True,50,relu,0.25,softmax,categorical_crossentropy
2166,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,10,5,relu,2,True,50,relu,0.5,softmax,categorical_crossentropy
2167,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,10,5,relu,2,True,50,relu,0.75,softmax,categorical_crossentropy
2168,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,10,5,relu,5,True,10,relu,0.0,softmax,categorical_crossentropy
2169,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,10,5,relu,5,True,10,relu,0.25,softmax,categorical_crossentropy
2170,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,10,5,relu,5,True,10,relu,0.5,softmax,categorical_crossentropy
2171,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,10,5,relu,5,True,10,relu,0.75,softmax,categorical_crossentropy
2172,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,10,5,relu,5,True,50,relu,0.0,softmax,categorical_crossentropy
2173,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,10,5,relu,5,True,50,relu,0.25,softmax,categorical_crossentropy
2174,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,10,5,relu,5,True,50,relu,0.5,softmax,categorical_crossentropy
2175,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,10,5,relu,5,True,50,relu,0.75,softmax,categorical_crossentropy
2176,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,10,5,relu,10,True,10,relu,0.0,softmax,categorical_crossentropy
2177,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,10,5,relu,10,True,10,relu,0.25,softmax,categorical_crossentropy
2178,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,10,5,relu,10,True,10,relu,0.5,softmax,categorical_crossentropy
2179,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,10,5,relu,10,True,10,relu,0.75,softmax,categorical_crossentropy
2180,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,10,5,relu,10,True,50,relu,0.0,softmax,categorical_crossentropy
2181,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,10,5,relu,10,True,50,relu,0.25,softmax,categorical_crossentropy
2182,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,10,5,relu,10,True,50,relu,0.5,softmax,categorical_crossentropy
2183,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,10,5,relu,10,True,50,relu,0.75,softmax,categorical_crossentropy
2184,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,10,15,relu,2,True,10,relu,0.0,softmax,categorical_crossentropy
2185,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,10,15,relu,2,True,10,relu,0.25,softmax,categorical_crossentropy
2186,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,10,15,relu,2,True,10,relu,0.5,softmax,categorical_crossentropy
2187,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,10,15,relu,2,True,10,relu,0.75,softmax,categorical_crossentropy
2188,./data/articles_zenodo.db,./data/glove.6B.50d.txt,25000,0.9999,10,15,relu,2,True,50,relu,0.0,softmax,categorical_crossentropy
